class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
A,0.28344982862472534,0.7923088669776917,-0.0002725392987485975,0.16134963929653168,0.7129907608032227,-0.05918543413281441,0.09185653924942017,0.5660783648490906,-0.09707772731781006,0.08850671350955963,0.4492904245853424,-0.13719627261161804,0.09126381576061249,0.3446846604347229,-0.17867057025432587,0.19109386205673218,0.46256589889526367,-0.0885847806930542,0.16575562953948975,0.3860798478126526,-0.2595134973526001,0.16184760630130768,0.49755045771598816,-0.36169013381004333,0.16827282309532166,0.5935099124908447,-0.4005347192287445,0.28167620301246643,0.47819632291793823,-0.10788233578205109,0.24875007569789886,0.42477619647979736,-0.2901821732521057,0.23921507596969604,0.5594290494918823,-0.338615745306015,0.2521743178367615,0.6610108613967896,-0.3237781226634979,0.3679070770740509,0.5109341144561768,-0.14779198169708252,0.3247145414352417,0.47768473625183105,-0.3205344080924988,0.30002325773239136,0.6044707298278809,-0.3257278800010681,0.2977495789527893,0.7003990411758423,-0.27666187286376953,0.44851893186569214,0.5546911358833313,-0.18956230580806732,0.40504276752471924,0.527796745300293,-0.31492042541503906,0.36768922209739685,0.6114467978477478,-0.3163571357727051,0.357882022857666,0.6775258779525757,-0.26861459016799927
A,0.2935967445373535,0.803647518157959,-0.0001239488774444908,0.17129340767860413,0.7259632349014282,-0.049638986587524414,0.0981525182723999,0.585934042930603,-0.08369571715593338,0.09286260604858398,0.47224172949790955,-0.12334679812192917,0.10064105689525604,0.3681985139846802,-0.16423474252223969,0.19821831583976746,0.48686033487319946,-0.05859575420618057,0.17735587060451508,0.4115283787250519,-0.23042289912700653,0.1730208396911621,0.5145609974861145,-0.32679566740989685,0.18194758892059326,0.6007959842681885,-0.3574371039867401,0.28582140803337097,0.4967421293258667,-0.07861430197954178,0.2606074810028076,0.43932077288627625,-0.25759628415107727,0.244297057390213,0.574093222618103,-0.29971960186958313,0.25689610838890076,0.6658536195755005,-0.2812286615371704,0.3684385418891907,0.5250200629234314,-0.11868715286254883,0.33392125368118286,0.48039644956588745,-0.2870296835899353,0.3067362308502197,0.6106643676757812,-0.2903856039047241,0.30913954973220825,0.6985628008842468,-0.23902393877506256,0.4484242796897888,0.5675708055496216,-0.1593364179134369,0.41517865657806396,0.528538167476654,-0.284383088350296,0.37732046842575073,0.6146187782287598,-0.286367267370224,0.3721392750740051,0.6774253249168396,-0.23903827369213104
A,0.30287256836891174,0.8163113594055176,-0.0002177623100578785,0.17461763322353363,0.752521276473999,-0.06571902334690094,0.0933837890625,0.6150743961334229,-0.11357519030570984,0.08587099611759186,0.496985524892807,-0.16003966331481934,0.10397438704967499,0.3943583369255066,-0.20598886907100677,0.1887698769569397,0.5015298128128052,-0.13147108256816864,0.1696917563676834,0.4254944324493408,-0.2945408821105957,0.16993659734725952,0.5320590734481812,-0.3845890462398529,0.18570372462272644,0.6220478415489197,-0.4194863736629486,0.278014600276947,0.5102510452270508,-0.1491614729166031,0.2553570866584778,0.44959715008735657,-0.33183157444000244,0.2449309378862381,0.5823827981948853,-0.3680247664451599,0.26462411880493164,0.6797165274620056,-0.3513152003288269,0.3634398579597473,0.5371803045272827,-0.1811988800764084,0.3373452126979828,0.4969760477542877,-0.3509320318698883,0.3181714713573456,0.6274809241294861,-0.35883206129074097,0.3260422646999359,0.7240214347839355,-0.3188515305519104,0.44188642501831055,0.5760316848754883,-0.21300256252288818,0.41429582238197327,0.5505374073982239,-0.34512820839881897,0.384458065032959,0.6369462609291077,-0.35129091143608093,0.37989628314971924,0.7024050951004028,-0.3179686963558197
A,0.3044653534889221,0.8282965421676636,-0.00018036694382317364,0.17868447303771973,0.7660233378410339,-0.05858590453863144,0.10029257833957672,0.6274227499961853,-0.09267394244670868,0.0931013822555542,0.5087273716926575,-0.12352628260850906,0.10103224217891693,0.4036442041397095,-0.15455059707164764,0.19202333688735962,0.5259376168251038,-0.08554039895534515,0.17229250073432922,0.45088905096054077,-0.23734955489635468,0.1727987676858902,0.5513179302215576,-0.3272130787372589,0.1849071979522705,0.640955924987793,-0.36322423815727234,0.28005608916282654,0.5323286056518555,-0.10089226067066193,0.2551526129245758,0.4669131636619568,-0.25872382521629333,0.2449168562889099,0.5937008857727051,-0.3049493134021759,0.2608656585216522,0.6928860545158386,-0.2991737425327301,0.3645029664039612,0.5579199194908142,-0.13114894926548004,0.3325120210647583,0.5113705992698669,-0.28425443172454834,0.31127217411994934,0.6361158490180969,-0.29500246047973633,0.3137513995170593,0.7306026220321655,-0.25786522030830383,0.44504162669181824,0.5953396558761597,-0.16311731934547424,0.41061151027679443,0.5663465261459351,-0.28469786047935486,0.38019299507141113,0.6482489705085754,-0.2917649447917938,0.3772244453430176,0.7113064527511597,-0.25572097301483154
A,0.3171791136264801,0.8508208990097046,-0.0002655196294654161,0.18704944849014282,0.784842312335968,-0.05958091840147972,0.10120214521884918,0.6395549178123474,-0.10485019534826279,0.09041306376457214,0.5170977711677551,-0.148384228348732,0.09688134491443634,0.40935659408569336,-0.17548200488090515,0.1858922243118286,0.5389324426651001,-0.12271134555339813,0.16754402220249176,0.44940316677093506,-0.25788429379463196,0.1719730645418167,0.5577694177627563,-0.32553571462631226,0.18940773606300354,0.6500506401062012,-0.3508465886116028,0.27941906452178955,0.5503915548324585,-0.14481684565544128,0.2569206655025482,0.47424447536468506,-0.31622931361198425,0.25366997718811035,0.6068273186683655,-0.34928661584854126,0.276667058467865,0.7031899094581604,-0.3313472867012024,0.3682268261909485,0.5776997804641724,-0.1795034557580948,0.3401007056236267,0.524219810962677,-0.3338163197040558,0.3241821527481079,0.6561198830604553,-0.3353436589241028,0.3320227265357971,0.7519205212593079,-0.2928808331489563,0.4492861330509186,0.6146821975708008,-0.21321536600589752,0.4189152121543884,0.5837070941925049,-0.3196910619735718,0.39510902762413025,0.6695793271064758,-0.31966638565063477,0.39587143063545227,0.7320603132247925,-0.28750336170196533
A,0.3266504108905792,0.861020565032959,-0.00024163573107216507,0.1942947506904602,0.8061985969543457,-0.0703086107969284,0.10884478688240051,0.6622511744499207,-0.12550993263721466,0.09434953331947327,0.5388066172599792,-0.1743268221616745,0.09290573000907898,0.43060195446014404,-0.20507383346557617,0.18492481112480164,0.5609463453292847,-0.14021067321300507,0.17187529802322388,0.4665835499763489,-0.2797640562057495,0.18043391406536102,0.5724736452102661,-0.346120148897171,0.1970149725675583,0.6617693305015564,-0.3675713539123535,0.280055969953537,0.5715922117233276,-0.1616584062576294,0.2667839527130127,0.48717421293258667,-0.3383330702781677,0.2617287337779999,0.6180360317230225,-0.3693471848964691,0.27887097001075745,0.7097716331481934,-0.348326176404953,0.3695445954799652,0.5997102856636047,-0.19493842124938965,0.35273581743240356,0.5351089835166931,-0.35311684012413025,0.3335016369819641,0.6644684672355652,-0.3532983064651489,0.33553439378738403,0.7569389343261719,-0.3063983619213104,0.4513005316257477,0.6377270221710205,-0.2298373132944107,0.43199265003204346,0.6006388664245605,-0.3411164879798889,0.4044019281864166,0.6851727366447449,-0.33939921855926514,0.3987389802932739,0.7473827004432678,-0.3027189373970032
A,0.32729771733283997,0.8707480430603027,-0.00017313564603682607,0.19863367080688477,0.8090067505836487,-0.06441182643175125,0.11405675113201141,0.6717023849487305,-0.10917732864618301,0.09680831432342529,0.5529759526252747,-0.14950783550739288,0.1031838059425354,0.447970986366272,-0.18123215436935425,0.19743773341178894,0.56849604845047,-0.11159492284059525,0.17679466307163239,0.48428449034690857,-0.26791077852249146,0.183303564786911,0.5895110368728638,-0.3503127694129944,0.2023610919713974,0.6767117381095886,-0.3767333924770355,0.2892427146434784,0.5730028748512268,-0.12856394052505493,0.2663261890411377,0.4987906813621521,-0.3019229769706726,0.25872352719306946,0.6324456930160522,-0.33356091380119324,0.27719321846961975,0.7228214144706726,-0.3135855793952942,0.37506186962127686,0.5961746573448181,-0.1615191549062729,0.3506678640842438,0.5365554094314575,-0.31942370533943176,0.3301466703414917,0.6692700386047363,-0.3250279724597931,0.33627212047576904,0.7599534392356873,-0.2836090922355652,0.45495179295539856,0.6349576115608215,-0.19681331515312195,0.4367293119430542,0.5959219932556152,-0.31529346108436584,0.40815359354019165,0.683690071105957,-0.3232460618019104,0.40310436487197876,0.7465935945510864,-0.2882086932659149
A,0.33558523654937744,0.8828457593917847,-0.0002911108604166657,0.20496460795402527,0.821142315864563,-0.06774523109197617,0.11684079468250275,0.6833103895187378,-0.11951929330825806,0.09773728251457214,0.5589091181755066,-0.16453705728054047,0.10568800568580627,0.4474828243255615,-0.19139507412910461,0.1942446231842041,0.5850409269332886,-0.13507549464702606,0.18113939464092255,0.4864492416381836,-0.26713863015174866,0.1872464418411255,0.5930808186531067,-0.33019012212753296,0.20228466391563416,0.6849328279495239,-0.3498230576515198,0.2880757749080658,0.5930163860321045,-0.15581248700618744,0.27499207854270935,0.5058184862136841,-0.32570725679397583,0.26770690083503723,0.6355522871017456,-0.36082208156585693,0.2831072509288788,0.730249285697937,-0.345262736082077,0.37638920545578003,0.6169869303703308,-0.18708711862564087,0.3610527515411377,0.5562487244606018,-0.34322798252105713,0.3444491922855377,0.6875492334365845,-0.3498004674911499,0.34635859727859497,0.7843478918075562,-0.3111023008823395,0.456633985042572,0.6509912014007568,-0.21848855912685394,0.44218745827674866,0.6101504564285278,-0.3303060531616211,0.41704609990119934,0.6977461576461792,-0.3348001539707184,0.41015884280204773,0.7655913233757019,-0.30245667695999146
A,0.33422303199768066,0.869196891784668,-0.0002780613722279668,0.20744888484477997,0.8181573748588562,-0.07199720293283463,0.12836791574954987,0.681466281414032,-0.12691383063793182,0.10984894633293152,0.5604231357574463,-0.17397929728031158,0.11228726804256439,0.4593818187713623,-0.20454515516757965,0.19354571402072906,0.5832126140594482,-0.16125796735286713,0.17524251341819763,0.48896339535713196,-0.3066394031047821,0.18544769287109375,0.592005729675293,-0.3708982765674591,0.2024805247783661,0.678459882736206,-0.389885276556015,0.28819867968559265,0.5928404331207275,-0.18339261412620544,0.27035629749298096,0.5087073445320129,-0.3707997798919678,0.26826760172843933,0.6376549601554871,-0.40315741300582886,0.284030556678772,0.7294933199882507,-0.3824114203453064,0.3773439824581146,0.6175835132598877,-0.21443696320056915,0.3599036633968353,0.5586680769920349,-0.3826127052307129,0.3445506989955902,0.6865453720092773,-0.39666101336479187,0.3458508253097534,0.7822893857955933,-0.35703951120376587,0.45749378204345703,0.6517447829246521,-0.24677176773548126,0.4408406615257263,0.6178213953971863,-0.3659590184688568,0.41320663690567017,0.7026516199111938,-0.3716150224208832,0.40289920568466187,0.7718781232833862,-0.33985716104507446
A,0.3485416769981384,0.8891667127609253,-0.00026109322789125144,0.2147514820098877,0.8295333385467529,-0.06095019355416298,0.1256912499666214,0.693260669708252,-0.11018536984920502,0.10453243553638458,0.5712876319885254,-0.15352851152420044,0.10642848908901215,0.4611082375049591,-0.18242456018924713,0.19978007674217224,0.5983144640922546,-0.13431839644908905,0.1849706918001175,0.49729180335998535,-0.26097121834754944,0.1935228407382965,0.6002969741821289,-0.32267680764198303,0.20998917520046234,0.6895899176597595,-0.342013418674469,0.29387515783309937,0.6059105396270752,-0.15794412791728973,0.2759023606777191,0.5139011144638062,-0.32294997572898865,0.27242302894592285,0.6416252851486206,-0.35900211334228516,0.29075732827186584,0.736897349357605,-0.34682154655456543,0.38255804777145386,0.6286115646362305,-0.19074834883213043,0.3621811866760254,0.5616497993469238,-0.3410052955150604,0.34831446409225464,0.6913545727729797,-0.3501129448413849,0.35290634632110596,0.7876043319702148,-0.31297188997268677,0.46277880668640137,0.6616916656494141,-0.22181092202663422,0.44257843494415283,0.6209813356399536,-0.3316632807254791,0.42029106616973877,0.7088940143585205,-0.33668431639671326,0.4162377119064331,0.775440514087677,-0.30530110001564026
A,0.35042354464530945,0.8829913139343262,-0.0003146534727420658,0.2211970090866089,0.8272027969360352,-0.06786923855543137,0.12838774919509888,0.6942039728164673,-0.12066280096769333,0.10277208685874939,0.5746601223945618,-0.17038236558437347,0.10614132881164551,0.46681326627731323,-0.19988299906253815,0.19821897149085999,0.5949872136116028,-0.1448678821325302,0.17905794084072113,0.49771812558174133,-0.27930161356925964,0.19325222074985504,0.6024110913276672,-0.33036598563194275,0.21022272109985352,0.6900426745414734,-0.33855265378952026,0.2919963598251343,0.6045961976051331,-0.16899840533733368,0.27529847621917725,0.516212522983551,-0.3522059917449951,0.27759209275245667,0.6451152563095093,-0.38104042410850525,0.2958030700683594,0.7399116158485413,-0.3529152572154999,0.38070064783096313,0.6284444332122803,-0.20347855985164642,0.36157870292663574,0.56723552942276,-0.3672958016395569,0.35224205255508423,0.696365237236023,-0.3727095127105713,0.3576664626598358,0.7926560640335083,-0.32701027393341064,0.4616612195968628,0.6615446209907532,-0.23776300251483917,0.4440498948097229,0.6196492314338684,-0.34816354513168335,0.42132407426834106,0.7049398422241211,-0.35060667991638184,0.41450929641723633,0.7720440030097961,-0.32121890783309937
A,0.34927719831466675,0.8896061778068542,-0.00025048438692465425,0.21817970275878906,0.8312555551528931,-0.06450892239809036,0.13225562870502472,0.6963397860527039,-0.11641112715005875,0.10909777879714966,0.5760272145271301,-0.1615825891494751,0.10607007145881653,0.4684855341911316,-0.1867898851633072,0.20038504898548126,0.599773108959198,-0.14943556487560272,0.1838417798280716,0.5025922656059265,-0.2862274646759033,0.1953301578760147,0.6074454188346863,-0.3488902449607849,0.21313096582889557,0.6975587606430054,-0.36577343940734863,0.2944386601448059,0.6081905364990234,-0.1745138317346573,0.280300110578537,0.5201883316040039,-0.3562679886817932,0.2790585160255432,0.6485650539398193,-0.3909784257411957,0.2956639528274536,0.742896318435669,-0.37151646614074707,0.382200688123703,0.6318048238754272,-0.2089221328496933,0.3678913712501526,0.5678067803382874,-0.37159326672554016,0.35577890276908875,0.6981008052825928,-0.38050493597984314,0.35950881242752075,0.7965810894966125,-0.3388325870037079,0.4619680941104889,0.6653916835784912,-0.24270205199718475,0.4508623480796814,0.6203194260597229,-0.35335731506347656,0.42693042755126953,0.704769492149353,-0.3564210534095764,0.418861985206604,0.7744737863540649,-0.32488250732421875
A,0.34983086585998535,0.8893476724624634,-0.00026703340699896216,0.21845297515392303,0.8321349620819092,-0.07176459580659866,0.13060230016708374,0.6927940249443054,-0.1291540265083313,0.1067889928817749,0.569301426410675,-0.17838485538959503,0.1095661073923111,0.4623273015022278,-0.2032071053981781,0.20064076781272888,0.595103919506073,-0.162760391831398,0.18711043894290924,0.4978907108306885,-0.2969787120819092,0.2017294466495514,0.6061121821403503,-0.34658846259117126,0.21855378150939941,0.6942770481109619,-0.35423243045806885,0.29722556471824646,0.6034031510353088,-0.18404090404510498,0.2846667170524597,0.5176613330841064,-0.36703571677207947,0.2866184115409851,0.6507578492164612,-0.39173465967178345,0.303727388381958,0.7405972480773926,-0.362822026014328,0.3861585855484009,0.6287434101104736,-0.21432749927043915,0.37211617827415466,0.5653507113456726,-0.37926509976387024,0.3596620261669159,0.6974873542785645,-0.37690988183021545,0.3624873757362366,0.7903842926025391,-0.32648271322250366,0.4656156301498413,0.6655879616737366,-0.24574001133441925,0.4543626308441162,0.6270043849945068,-0.3585747480392456,0.43077823519706726,0.7146939635276794,-0.35924968123435974,0.4231550693511963,0.7818365097045898,-0.32400402426719666
