class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
C,0.5674824118614197,0.6224105954170227,0.485357403755188,0.6250954866409302,0.4034520387649536,0.5872631072998047,0.33089718222618103,0.5597121715545654,0.2651733160018921,0.5424322485923767,0.46901294589042664,0.4496223032474518,0.39193472266197205,0.396945059299469,0.3267766833305359,0.37660500407218933,0.27227336168289185,0.3710639476776123,0.4801807701587677,0.4309438467025757,0.3918236494064331,0.3727385401725769,0.3209751546382904,0.3564608097076416,0.26622921228408813,0.35389283299446106,0.48799243569374084,0.42359891533851624,0.40688592195510864,0.3593207001686096,0.3362230360507965,0.3455676734447479,0.28043001890182495,0.34688177704811096,0.4919605851173401,0.4274970591068268,0.43503835797309875,0.3626328110694885,0.38199383020401,0.3376957178115845,0.33574432134628296,0.3283681273460388
C,0.7130045294761658,0.6900047659873962,0.6082170009613037,0.6393382549285889,0.5161529779434204,0.5809853076934814,0.4319751262664795,0.5549518465995789,0.3561649024486542,0.5425236225128174,0.635942280292511,0.40479281544685364,0.5257261395454407,0.3625835180282593,0.44509357213974,0.3638164699077606,0.38191497325897217,0.38453394174575806,0.6541347503662109,0.4018787145614624,0.5134698748588562,0.36496809124946594,0.42764031887054443,0.37214428186416626,0.3633596897125244,0.3923128843307495,0.6617531776428223,0.4174758195877075,0.5295960903167725,0.3684704899787903,0.4419523775577545,0.3685169219970703,0.37724530696868896,0.3854372501373291,0.6566616892814636,0.44708529114723206,0.559342622756958,0.38979122042655945,0.48878347873687744,0.37227514386177063,0.430758535861969,0.3708671033382416
C,0.7128422260284424,0.6860637664794922,0.6082034111022949,0.6432108283042908,0.5166765451431274,0.5866091847419739,0.43398210406303406,0.5614445209503174,0.3614051938056946,0.5442615747451782,0.6422406435012817,0.4074191451072693,0.5266017913818359,0.36092135310173035,0.44185447692871094,0.36406269669532776,0.37780997157096863,0.3890012800693512,0.657913327217102,0.40169429779052734,0.5170514583587646,0.36153826117515564,0.42927494645118713,0.36991119384765625,0.3651658296585083,0.39307594299316406,0.6597729325294495,0.41209807991981506,0.5253128409385681,0.3615109622478485,0.4360676407814026,0.365511029958725,0.3707066774368286,0.38530921936035156,0.6465533375740051,0.4351315498352051,0.5450960397720337,0.3781140148639679,0.4754345417022705,0.3645092844963074,0.4189636707305908,0.36760738492012024
C,0.7085870504379272,0.6856610774993896,0.6035797595977783,0.6393023729324341,0.5142923593521118,0.5854376554489136,0.432159960269928,0.5598446726799011,0.35896944999694824,0.5433944463729858,0.642504870891571,0.4072958528995514,0.5269826054573059,0.36442306637763977,0.4422244429588318,0.3665390908718109,0.3767632246017456,0.3890213370323181,0.6584727168083191,0.40064412355422974,0.5153496861457825,0.363052636384964,0.4272022843360901,0.37198692560195923,0.36324644088745117,0.3958466351032257,0.6609459519386292,0.409584641456604,0.525104820728302,0.3616223931312561,0.4356233477592468,0.36619484424591064,0.3706423044204712,0.38648274540901184,0.6485965251922607,0.4316372871398926,0.5475631952285767,0.37711745500564575,0.47901302576065063,0.3635827600955963,0.4231172800064087,0.36525893211364746
C,0.7100666165351868,0.6977497935295105,0.6099168658256531,0.652459979057312,0.5170456171035767,0.59334397315979,0.43309178948402405,0.5686813592910767,0.35916954278945923,0.550075888633728,0.6335204839706421,0.4176618456840515,0.5251414179801941,0.3686184287071228,0.4447113275527954,0.36747246980667114,0.38114452362060547,0.38698816299438477,0.651161789894104,0.4126546382904053,0.5191208720207214,0.3687376081943512,0.4352800250053406,0.373339980840683,0.37058740854263306,0.3930765688419342,0.6581268310546875,0.4242174029350281,0.5328199863433838,0.3692839443683624,0.44722333550453186,0.36726102232933044,0.3799319863319397,0.38051778078079224,0.6529042720794678,0.4479481279850006,0.5609272122383118,0.3891502618789673,0.49580511450767517,0.3692927062511444,0.4396843910217285,0.3637537658214569
D,0.4835403859615326,0.8464761972427368,0.3668881058692932,0.7747609615325928,0.29443037509918213,0.6967574954032898,0.24055427312850952,0.6442767977714539,0.20388834178447723,0.5621901750564575,0.46447300910949707,0.5376201272010803,0.434004008769989,0.41033935546875,0.4238244593143463,0.3291730284690857,0.4183133840560913,0.2624109387397766,0.5011187195777893,0.52253657579422,0.36536329984664917,0.44913071393966675,0.2734528183937073,0.47447624802589417,0.2410486936569214,0.5081436038017273,0.5004743933677673,0.5266011357307434,0.3687019646167755,0.4394065737724304,0.27049142122268677,0.48325347900390625,0.2279352843761444,0.5401527285575867,0.47238051891326904,0.5432717204093933,0.39128538966178894,0.4355517625808716,0.3160167634487152,0.44359123706817627,0.2688295543193817,0.4877679944038391
D,0.6761263012886047,0.7638261914253235,0.5677769184112549,0.6784144639968872,0.5036954283714294,0.6023167371749878,0.4588925242424011,0.5518146753311157,0.4356663227081299,0.47853773832321167,0.6740710735321045,0.4414334297180176,0.6572070717811584,0.30606943368911743,0.656348466873169,0.2243679314851761,0.6570816040039062,0.15645474195480347,0.7123791575431824,0.4425129294395447,0.5946827530860901,0.361162006855011,0.5176740884780884,0.3791009783744812,0.4878767132759094,0.4026089906692505,0.7214376926422119,0.4617558419704437,0.6045131087303162,0.36944034695625305,0.5095904469490051,0.40668588876724243,0.4666372835636139,0.460470974445343,0.7057082653045654,0.492358535528183,0.6226133704185486,0.39246341586112976,0.5405394434928894,0.39559751749038696,0.4867766201496124,0.4303419589996338
D,0.5549557209014893,0.8770318031311035,0.4152543246746063,0.8052091598510742,0.32349586486816406,0.7124730348587036,0.2427833378314972,0.6617661714553833,0.19230708479881287,0.5999736785888672,0.5340778231620789,0.49969902634620667,0.46609169244766235,0.34068939089775085,0.44070449471473694,0.2406454086303711,0.41808900237083435,0.1626071333885193,0.5574385523796082,0.5133803486824036,0.3699597418308258,0.4099474549293518,0.266574501991272,0.4630270004272461,0.2220640331506729,0.5248104333877563,0.5500227212905884,0.5553427934646606,0.37780728936195374,0.4407537877559662,0.2776261866092682,0.48464593291282654,0.23552845418453217,0.5511326193809509,0.5155797004699707,0.6128575801849365,0.3991934061050415,0.5067722797393799,0.31054213643074036,0.4994734823703766,0.25577864050865173,0.5358269214630127
D,0.5284618139266968,0.8677927255630493,0.3968221843242645,0.8033022880554199,0.3034222424030304,0.712272584438324,0.2213965207338333,0.6645355224609375,0.16626900434494019,0.603574812412262,0.5119292736053467,0.494852215051651,0.44131019711494446,0.3405604064464569,0.4144969582557678,0.2403949499130249,0.3926382064819336,0.1640179455280304,0.5371738076210022,0.5078528523445129,0.34564635157585144,0.41054099798202515,0.24271348118782043,0.4671328067779541,0.20038871467113495,0.527851402759552,0.5319133996963501,0.5503706336021423,0.3530232310295105,0.44178128242492676,0.25334084033966064,0.48977306485176086,0.21483902633190155,0.5550726056098938,0.5001766681671143,0.6097770929336548,0.37706345319747925,0.5078715682029724,0.28652048110961914,0.5108602643013,0.2357911616563797,0.5525211095809937
D,0.5269646644592285,0.8716953992843628,0.3835294842720032,0.8047348260879517,0.29284146428108215,0.7153611183166504,0.2119310200214386,0.6682313680648804,0.15372532606124878,0.6068640351295471,0.49366578459739685,0.49475014209747314,0.4254891276359558,0.3342340886592865,0.3973741829395294,0.23420685529708862,0.37377142906188965,0.155002623796463,0.5210852026939392,0.5077474117279053,0.32386237382888794,0.4084520936012268,0.22084856033325195,0.4699050188064575,0.18059521913528442,0.5343477725982666,0.5151614546775818,0.5502227544784546,0.32899171113967896,0.4434188902378082,0.23017890751361847,0.49795401096343994,0.19313019514083862,0.5682408809661865,0.4811418652534485,0.6081579923629761,0.35176336765289307,0.5055103898048401,0.265490859746933,0.5079684853553772,0.2182217538356781,0.5484743118286133
E,0.4028303325176239,0.8131633996963501,0.3147941529750824,0.7887566089630127,0.24486136436462402,0.7406431436538696,0.23937208950519562,0.6828941702842712,0.3037209212779999,0.6598540544509888,0.2713713049888611,0.6290355920791626,0.263802170753479,0.553226888179779,0.2644990384578705,0.6006689667701721,0.26916149258613586,0.6551334261894226,0.3300821781158447,0.6139394640922546,0.32104235887527466,0.5333392024040222,0.3235629200935364,0.6119280457496643,0.3292638063430786,0.672508955001831,0.388548880815506,0.6150885224342346,0.3765818476676941,0.5386990308761597,0.37210971117019653,0.6130186319351196,0.3746253252029419,0.67154461145401,0.4495313763618469,0.6331344246864319,0.43701887130737305,0.5747811198234558,0.42403507232666016,0.6200673580169678,0.4208376407623291,0.6642458438873291
E,0.40120527148246765,0.6843631267547607,0.2629651725292206,0.6008619070053101,0.19938716292381287,0.47692376375198364,0.29316025972366333,0.41225504875183105,0.4111263155937195,0.42460349202156067,0.2718510627746582,0.34431102871894836,0.259403795003891,0.2046898454427719,0.2325906753540039,0.28747862577438354,0.24094636738300323,0.3711293339729309,0.34998300671577454,0.3368067443370819,0.3469870388507843,0.17138256132602692,0.3095014691352844,0.260622501373291,0.31243380904197693,0.34904390573501587,0.4249788820743561,0.34891706705093384,0.42375099658966064,0.18420498073101044,0.38209086656570435,0.275635302066803,0.38059523701667786,0.36438095569610596,0.5021283030509949,0.3834995627403259,0.4726366698741913,0.27319449186325073,0.43294674158096313,0.3494861125946045,0.43177881836891174,0.4315471053123474
E,0.38482844829559326,0.6938323974609375,0.2520883083343506,0.6086488962173462,0.18994060158729553,0.481967031955719,0.2808317542076111,0.4249197840690613,0.40156999230384827,0.4535703957080841,0.27777814865112305,0.34481847286224365,0.2698326110839844,0.21402831375598907,0.22983834147453308,0.29969555139541626,0.23601870238780975,0.3814571499824524,0.3517685830593109,0.340656578540802,0.3552536368370056,0.18066799640655518,0.3037017583847046,0.2749629020690918,0.30793261528015137,0.36443859338760376,0.421941876411438,0.35903313755989075,0.42881613969802856,0.2010899931192398,0.3732058107852936,0.2947283387184143,0.37123775482177734,0.38290560245513916,0.49315133690834045,0.40123945474624634,0.47110503911972046,0.2865855097770691,0.4229510426521301,0.3595358729362488,0.42130786180496216,0.4406164288520813
E,0.3848002552986145,0.7053449153900146,0.2569830119609833,0.6141253709793091,0.1965644806623459,0.48838692903518677,0.27890533208847046,0.43802502751350403,0.39480575919151306,0.47267916798591614,0.29890960454940796,0.34171128273010254,0.29699623584747314,0.2038588970899582,0.24534575641155243,0.28482845425605774,0.24455375969409943,0.3686146140098572,0.37126052379608154,0.3459399938583374,0.38265979290008545,0.1791641265153885,0.3201114237308502,0.2691817879676819,0.31997522711753845,0.35787293314933777,0.43813490867614746,0.37193813920021057,0.451181024312973,0.20283132791519165,0.38339367508888245,0.2900632321834564,0.3765118420124054,0.37883275747299194,0.504034698009491,0.419874370098114,0.4816848039627075,0.2976522147655487,0.4266033172607422,0.3640047311782837,0.42300865054130554,0.44435498118400574
E,0.39218056201934814,0.703678548336029,0.2673685848712921,0.6089383959770203,0.2133386880159378,0.48076334595680237,0.2929706573486328,0.4375322461128235,0.40189871191978455,0.4662419855594635,0.31026121973991394,0.3518844246864319,0.3014988601207733,0.21589994430541992,0.25791776180267334,0.29266273975372314,0.2596600651741028,0.37359583377838135,0.3813447952270508,0.35275134444236755,0.3951704204082489,0.1890673190355301,0.3365556299686432,0.27893298864364624,0.3337215483188629,0.3661251962184906,0.44986873865127563,0.3745914101600647,0.47003841400146484,0.20906472206115723,0.4059872627258301,0.29754239320755005,0.3975244164466858,0.3841599225997925,0.5161486864089966,0.4201688766479492,0.49875909090042114,0.30510327219963074,0.4460141062736511,0.3729918599128723,0.4439324736595154,0.449834406375885
F,0.39189156889915466,0.7990252375602722,0.29055798053741455,0.6931241750717163,0.2312304824590683,0.5863677263259888,0.2058628499507904,0.4827004671096802,0.2221003621816635,0.3880116939544678,0.40845370292663574,0.49627354741096497,0.3589763641357422,0.3998750150203705,0.2933591306209564,0.36912333965301514,0.2354053109884262,0.37084639072418213,0.4816077947616577,0.48076021671295166,0.4798252582550049,0.34775617718696594,0.4318076968193054,0.2760579586029053,0.37005457282066345,0.22945711016654968,0.5474509596824646,0.5022711753845215,0.6021081209182739,0.36757808923721313,0.593295693397522,0.27227920293807983,0.5638028383255005,0.19398297369480133,0.60020911693573,0.5581429600715637,0.6954158544540405,0.49947017431259155,0.7242573499679565,0.4315425753593445,0.7274795770645142,0.3612327575683594
F,0.47742003202438354,0.8276885747909546,0.36413395404815674,0.7056195735931396,0.3012627959251404,0.5957351326942444,0.27116742730140686,0.4895435571670532,0.2846589684486389,0.38799893856048584,0.4859444797039032,0.48798689246177673,0.420812726020813,0.38644498586654663,0.34709250926971436,0.3614360988140106,0.2839183807373047,0.3717322051525116,0.562534749507904,0.47318604588508606,0.5470750331878662,0.33167392015457153,0.4933125674724579,0.25772079825401306,0.42609649896621704,0.20614229142665863,0.6305109858512878,0.49371254444122314,0.6795977354049683,0.34782546758651733,0.6682373285293579,0.2480701208114624,0.634537398815155,0.16732752323150635,0.6866182088851929,0.5497081875801086,0.783912718296051,0.4841904044151306,0.8109260201454163,0.4113008379936218,0.8111345767974854,0.3377322554588318
F,0.4298892319202423,0.8270394802093506,0.32506686449050903,0.7049136161804199,0.2679746448993683,0.5861591100692749,0.24209290742874146,0.47866639494895935,0.2559242844581604,0.38004499673843384,0.4569213390350342,0.4840995967388153,0.40337473154067993,0.37535038590431213,0.3286479711532593,0.351280152797699,0.2657933533191681,0.36120378971099854,0.5304747223854065,0.4714784622192383,0.5332884192466736,0.3281112313270569,0.47488510608673096,0.2498895227909088,0.3992317318916321,0.19688808917999268,0.595970630645752,0.4985957741737366,0.6611230969429016,0.35369792580604553,0.6500163078308105,0.25273746252059937,0.6143086552619934,0.17125406861305237,0.6455494165420532,0.5609427094459534,0.7556865215301514,0.5016316175460815,0.7831287384033203,0.4282141625881195,0.7808524370193481,0.3544575572013855
F,0.40211793780326843,0.892278790473938,0.2700626850128174,0.7976030111312866,0.17833492159843445,0.677331805229187,0.12564542889595032,0.5628080368041992,0.12554755806922913,0.4551657438278198,0.36002838611602783,0.5118238925933838,0.2992655038833618,0.39077794551849365,0.22259347140789032,0.3793066143989563,0.16220822930335999,0.40081673860549927,0.443832129240036,0.48430731892585754,0.413839727640152,0.3323853611946106,0.32983559370040894,0.2711752653121948,0.2398487776517868,0.25367704033851624,0.5247703194618225,0.5015320181846619,0.5487672090530396,0.3358595371246338,0.4987044930458069,0.24878549575805664,0.42360296845436096,0.20027875900268555,0.5967839956283569,0.5621318817138672,0.6979073286056519,0.46816331148147583,0.7055261135101318,0.3850277364253998,0.6724371910095215,0.313914030790329
F,0.20718365907669067,0.6205670833587646,0.1308373063802719,0.5181092023849487,0.10284844040870667,0.420626163482666,0.08460843563079834,0.3253036439418793,0.0994076132774353,0.235418438911438,0.3131738603115082,0.34860482811927795,0.2666834592819214,0.25238263607025146,0.18994346261024475,0.21933817863464355,0.12541085481643677,0.22007708251476288,0.36785486340522766,0.3292171061038971,0.3727142810821533,0.1985916793346405,0.3088725209236145,0.12812034785747528,0.23201580345630646,0.08395266532897949,0.41724005341529846,0.33490902185440063,0.49390143156051636,0.21699002385139465,0.4861372709274292,0.12408468127250671,0.450805127620697,0.051855236291885376,0.44925665855407715,0.36986514925956726,0.5682572722434998,0.3401661217212677,0.6028120517730713,0.27703195810317993,0.6021581888198853,0.2116011381149292
G,0.40624314546585083,0.7440655827522278,0.3653540313243866,0.6234328746795654,0.41188740730285645,0.5065758228302002,0.5056980848312378,0.4530356526374817,0.5819631218910217,0.4317992627620697,0.5734558701515198,0.5131595730781555,0.7003487348556519,0.46406710147857666,0.7910035848617554,0.436850905418396,0.864823579788208,0.416259229183197,0.6023625135421753,0.5899547338485718,0.6663301587104797,0.5498501658439636,0.5686159729957581,0.6039349436759949,0.4877804219722748,0.6484915018081665,0.6176867485046387,0.6669765114784241,0.6643151044845581,0.6340472102165222,0.5615147352218628,0.6827496290206909,0.4895153045654297,0.7157654166221619,0.6246051788330078,0.7456457018852234,0.6676864624023438,0.7083543539047241,0.5873435139656067,0.7387268543243408,0.5326634645462036,0.7606175541877747
G,0.4565708637237549,0.6786160469055176,0.4119105935096741,0.5839087963104248,0.4478146433830261,0.46783721446990967,0.5286011099815369,0.41679829359054565,0.5985586643218994,0.4000486135482788,0.606115996837616,0.47685378789901733,0.728351891040802,0.4267963469028473,0.8162211179733276,0.40096747875213623,0.8845405578613281,0.38142722845077515,0.641785740852356,0.5455266237258911,0.7054010629653931,0.4953605830669403,0.6122699975967407,0.5513810515403748,0.5434515476226807,0.60215824842453,0.658838152885437,0.6198320388793945,0.7079218626022339,0.583584725856781,0.6049548983573914,0.6275344491004944,0.5400120615959167,0.6604064702987671,0.6657159328460693,0.7030003666877747,0.7129806876182556,0.6619753837585449,0.6317208409309387,0.6853827834129333,0.5758569240570068,0.702620267868042
G,0.3528234362602234,0.8003244400024414,0.3041124641895294,0.7128326892852783,0.31325721740722656,0.6033473610877991,0.3769404888153076,0.5449109077453613,0.4455913007259369,0.5244846940040588,0.4472208619117737,0.5715287923812866,0.5362799167633057,0.4983452260494232,0.6002136468887329,0.4612647294998169,0.654859185218811,0.42952489852905273,0.48922476172447205,0.629327118396759,0.5213381052017212,0.5950310826301575,0.4519387185573578,0.6643717288970947,0.40136992931365967,0.7164615392684937,0.5196312665939331,0.6910713315010071,0.543778657913208,0.6634571552276611,0.46480265259742737,0.7228792905807495,0.4129287898540497,0.7629385590553284,0.5418247580528259,0.7550549507141113,0.5650181174278259,0.7232179045677185,0.49999183416366577,0.7582314014434814,0.45838427543640137,0.7844129800796509
G,0.5574240684509277,0.6429729461669922,0.5058865547180176,0.5560314655303955,0.538711667060852,0.441734254360199,0.6150800585746765,0.387138694524765,0.679114043712616,0.35840511322021484,0.6887312531471252,0.4319930076599121,0.7988406419754028,0.37282583117485046,0.8787756562232971,0.33908408880233765,0.9426080584526062,0.31219571828842163,0.7180988788604736,0.4976879358291626,0.7699019312858582,0.4552578032016754,0.685605525970459,0.5082211494445801,0.6238689422607422,0.5535532832145691,0.7344914674758911,0.5688715577125549,0.7743151187896729,0.5363665223121643,0.6856625080108643,0.5782796740531921,0.6265308856964111,0.609368085861206,0.7436410188674927,0.6419830322265625,0.7895156145095825,0.6076662540435791,0.7245166301727295,0.6291983723640442,0.6765725016593933,0.6477576494216919
G,0.547058641910553,0.659981369972229,0.49597933888435364,0.5746430158615112,0.5278410315513611,0.4605525732040405,0.6024659276008606,0.4058462977409363,0.6695282459259033,0.38051652908325195,0.6786487102508545,0.4541139006614685,0.7903728485107422,0.3971533179283142,0.8715597987174988,0.3655970096588135,0.936360776424408,0.34044399857521057,0.7068739533424377,0.5233888030052185,0.7560697197914124,0.4805470108985901,0.6701960563659668,0.5334315896034241,0.6118566393852234,0.5781111717224121,0.7220480442047119,0.5956717729568481,0.7617542743682861,0.5628182888031006,0.6712740659713745,0.6034913063049316,0.6148649454116821,0.6333593726158142,0.7302829027175903,0.6699436902999878,0.7744529247283936,0.6329653263092041,0.7072892785072327,0.6539293527603149,0.6606997847557068,0.672551155090332
H,0.04238533973693848,0.714599609375,0.0018617063760757446,0.5829980373382568,0.04111962020397186,0.4494929909706116,0.16279128193855286,0.39404967427253723,0.2859373390674591,0.3897266089916229,0.18190421164035797,0.35096830129623413,0.3212628662586212,0.234281986951828,0.41852205991744995,0.1696593314409256,0.5136126279830933,0.11851081252098083,0.2422877550125122,0.4187008738517761,0.4109131693840027,0.3047682046890259,0.5280191898345947,0.22827643156051636,0.6364545226097107,0.1657858043909073,0.2732273042201996,0.5167600512504578,0.34087124466896057,0.4502948224544525,0.2114747166633606,0.5109478235244751,0.1171557754278183,0.5550609827041626,0.27090010046958923,0.6267220973968506,0.28253182768821716,0.5670005679130554,0.18189097940921783,0.599550187587738,0.10340644419193268,0.6332094669342041
